Contiguous U.S. Statewide Average Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,Rank out of 127 Years,,,,,
1500,Kentucky,201906,71.9,44,-0.7,72.6
1500,Kentucky,201907,77.4,93,1.1,76.3
1500,Kentucky,201908,75.6,82,0.8,74.8
1500,Kentucky,201909,74.8,125,6.2,68.6
1500,Kentucky,201910,60,109,3,57
1500,Kentucky,201911,41.2,11,-4.1,45.3
1500,Kentucky,201912,42.1,116,5.9,36.2
1500,Kentucky,202001,40.2,115,6.6,33.6
1500,Kentucky,202002,39.6,91,3.1,36.5
1500,Kentucky,202003,51.3,115,5.9,45.4
1500,Kentucky,202004,52.8,20,-2.4,55.2
1500,Kentucky,202005,62.2,30,-2.2,64.4
1500,Kentucky,202006,72.6,61,0,72.6
1500,Kentucky,202007,78.7,112,2.4,76.3
1500,Kentucky,202008,74.8,59,0,74.8
1500,Kentucky,202009,68.2,55,-0.4,68.6
1500,Kentucky,202010,57.7,70,0.7,57
1500,Kentucky,202011,50,116,4.7,45.3
1500,Kentucky,202012,37.3,74,1.1,36.2
1500,Kentucky,202101,35.7,85,2.1,33.6
1500,Kentucky,202102,32.3,25,-4.2,36.5
1500,Kentucky,202103,50.4,110,5,45.4
1500,Kentucky,202104,54.5,46,-0.7,55.2
1500,Kentucky,202105,62.5,35,-1.9,64.4
1500,Kentucky,202106,73.5,79,0.9,72.6
1500,Kentucky,202107,75.9,53,-0.4,76.3
1600,Louisiana,201501,47.2,41,-2.1,49.3
1600,Louisiana,201502,47.5,14,-4.9,52.4
1600,Louisiana,201503,60.5,79,1.5,59
1600,Louisiana,201504,69.8,114,3.5,66.3
1600,Louisiana,201505,74.8,97,1.4,73.4
1600,Louisiana,201506,80.5,92,0.7,79.8
1600,Louisiana,201507,84.2,125,2.3,81.9
1600,Louisiana,201508,82.6,98,1,81.6
1600,Louisiana,201509,78.5,90,1.3,77.2
1600,Louisiana,201510,69.7,104,2.2,67.5
1600,Louisiana,201511,62.7,120,5.3,57.4
1600,Louisiana,201512,59.1,124,8.2,50.9
1600,Louisiana,201601,48.8,57,-0.5,49.3
1600,Louisiana,201602,55.1,94,2.7,52.4
1600,Louisiana,201603,63.8,114,4.8,59
1600,Louisiana,201604,68.2,100,1.9,66.3
1600,Louisiana,201605,73.3,55,-0.1,73.4
1600,Louisiana,201606,80.9,98,1.1,79.8
1600,Louisiana,201607,83.7,122,1.8,81.9
1600,Louisiana,201608,82.4,91,0.8,81.6
1600,Louisiana,201609,80.2,115,3,77.2
1600,Louisiana,201610,71.4,122,4,67.4
1600,Louisiana,201611,62.4,118,5,57.4
1600,Louisiana,201612,54.7,108,3.8,50.9
1600,Louisiana,201701,56.8,123,7.5,49.3
1600,Louisiana,201702,61.7,127,9.3,52.4
1600,Louisiana,201703,64.4,117,5.4,59
1600,Louisiana,201704,69.4,110,3.1,66.3
1600,Louisiana,201705,71.8,20,-1.6,73.4
1600,Louisiana,201706,78.5,19,-1.3,79.8
1600,Louisiana,201707,82.4,84,0.5,81.9
1600,Louisiana,201708,81,36,-0.6,81.6
1600,Louisiana,201709,77,53,-0.2,77.2
1600,Louisiana,201710,69.2,95,1.8,67.4
1600,Louisiana,201711,61.6,109,4.2,57.4
1600,Louisiana,201712,50.8,70,-0.1,50.9
1600,Louisiana,201801,44.2,15,-5.1,49.3
1600,Louisiana,201802,60.5,124,8.1,52.4
1600,Louisiana,201803,62.2,102,3.2,59
1600,Louisiana,201804,62.7,6,-3.6,66.3
1600,Louisiana,201805,77.8,126,4.4,73.4
1600,Louisiana,201806,82.1,120,2.3,79.8
1600,Louisiana,201807,83.5,115,1.6,81.9
1600,Louisiana,201808,82,82,0.4,81.6
1600,Louisiana,201809,80.2,115,3,77.2
1600,Louisiana,201810,70.7,114,3.2,67.5
1600,Louisiana,201811,54.8,28,-2.6,57.4
1600,Louisiana,201812,52.6,90,1.7,50.9
1600,Louisiana,201901,49.9,71,0.6,49.3
1600,Louisiana,201902,57.6,113,5.2,52.4
1600,Louisiana,201903,58.2,54,-0.8,59
1600,Louisiana,201904,65.2,41,-1.1,66.3
1600,Louisiana,201905,76,114,2.6,73.4
1600,Louisiana,201906,80.2,80,0.4,79.8
1600,Louisiana,201907,81.8,55,-0.1,81.9
1600,Louisiana,201908,83.5,111,1.9,81.6
1600,Louisiana,201909,82.2,126,5,77.2
1600,Louisiana,201910,69.1,93,1.6,67.5
1600,Louisiana,201911,54.7,25,-2.7,57.4
1600,Louisiana,201912,54.1,103,3.2,50.9
1600,Louisiana,202001,53.8,108,4.5,49.3
1600,Louisiana,202002,54.1,85,1.7,52.4
1600,Louisiana,202003,67.3,124,8.3,59
1600,Louisiana,202004,66.6,72,0.3,66.3
1600,Louisiana,202005,73,50,-0.4,73.4
1600,Louisiana,202006,79.8,54,0,79.8
1600,Louisiana,202007,82.7,97,0.8,81.9
1600,Louisiana,202008,82.2,85,0.6,81.6
1600,Louisiana,202009,77.6,73,0.4,77.2
1600,Louisiana,202010,68.3,78,0.8,67.5
1600,Louisiana,202011,62,113,4.6,57.4
1600,Louisiana,202012,50.8,70,-0.1,50.9
1600,Louisiana,202101,50.6,80,1.3,49.3
1600,Louisiana,202102,47.7,16,-4.7,52.4
1600,Louisiana,202103,62.2,102,3.2,59
1600,Louisiana,202104,64.9,33,-1.4,66.3
1600,Louisiana,202105,72.2,30,-1.2,73.4
1600,Louisiana,202106,80.3,84,0.5,79.8
1600,Louisiana,202107,81.8,55,-0.1,81.9
1700,Maine,201501,11.7,39,-1.5,13.2
1700,Maine,201502,5.2,2,-9.7,14.9
1700,Maine,201503,21.6,14,-4.3,25.9
1700,Maine,201504,37.8,48,-0.5,38.3
1700,Maine,201505,55.7,125,5.2,50.5
1700,Maine,201506,57.5,16,-2.3,59.8
1700,Maine,201507,64.8,42,-0.5,65.3
1700,Maine,201508,67.2,122,4.2,63
1700,Maine,201509,61.8,126,6.9,54.9
1700,Maine,201510,43.2,35,-1.1,44.3
1700,Maine,201511,37,115,4.7,32.3
1700,Maine,201512,31.2,126,12.5,18.7
1700,Maine,201601,20.1,114,6.9,13.2
1700,Maine,201602,21.9,120,7,14.9
1700,Maine,201603,29.2,102,3.3,25.9
1700,Maine,201604,37.3,44,-1,38.3
1700,Maine,201605,52.8,101,2.3,50.5
1700,Maine,201606,60.5,76,0.7,59.8
1700,Maine,201607,67,98,1.7,65.3
1700,Maine,201608,66.6,117,3.6,63
1700,Maine,201609,59.1,121,4.2,54.9
1700,Maine,201610,46.9,106,2.6,44.3
1700,Maine,201611,37.2,117,4.9,32.3
1700,Maine,201612,20.5,73,1.8,18.7
1700,Maine,201701,21.5,122,8.3,13.2
1700,Maine,201702,20.6,115,5.7,14.9
1700,Maine,201703,22.2,19,-3.7,25.9
1700,Maine,201704,42,117,3.7,38.3
1700,Maine,201705,50.7,59,0.2,50.5
1700,Maine,201706,61,93,1.2,59.8
1700,Maine,201707,65.2,60,-0.1,65.3
1700,Maine,201708,63.3,66,0.3,63
1700,Maine,201709,61.1,123,6.2,54.9
1700,Maine,201710,52,126,7.7,44.3
1700,Maine,201711,32.4,62,0.1,32.3
1700,Maine,201712,16.4,34,-2.3,18.7
1700,Maine,201801,15,78,1.8,13.2
1700,Maine,201802,22.7,121,7.8,14.9
1700,Maine,201803,28.9,98,3,25.9
1700,Maine,201804,36.5,26,-1.8,38.3
1700,Maine,201805,53.5,109,3,50.5
1700,Maine,201806,59,39,-0.8,59.8
1700,Maine,201807,68.8,122,3.5,65.3
1700,Maine,201808,68,125,5,63
1700,Maine,201809,57.9,113,3,54.9
1700,Maine,201810,41.9,17,-2.4,44.3
1700,Maine,201811,28.6,9,-3.7,32.3
1700,Maine,201812,20.4,72,1.7,18.7
1700,Maine,201901,14.1,74,0.9,13.2
1700,Maine,201902,16.3,72,1.4,14.9
1700,Maine,201903,24.7,55,-1.2,25.9
1700,Maine,201904,38.8,70,0.5,38.3
1700,Maine,201905,48.1,17,-2.4,50.5
1700,Maine,201906,59.5,44,-0.3,59.8
1700,Maine,201907,68.3,117,3,65.3
1700,Maine,201908,64.5,85,1.5,63
1700,Maine,201909,55.3,61,0.4,54.9
1700,Maine,201910,46.1,97,1.8,44.3
1700,Maine,201911,29.6,18,-2.7,32.3
1700,Maine,201912,22.8,99,4.1,18.7
1700,Maine,202001,20.8,118,7.6,13.2
1700,Maine,202002,20,112,5.1,14.9
1700,Maine,202003,29.6,107,3.7,25.9
1700,Maine,202004,37.8,48,-0.5,38.3
1700,Maine,202005,51.3,79,0.8,50.5
1700,Maine,202006,62.6,116,2.8,59.8
1700,Maine,202007,68.9,124,3.6,65.3
1700,Maine,202008,65.6,105,2.6,63
1700,Maine,202009,56.8,102,1.9,54.9
1700,Maine,202010,44.7,70,0.4,44.3
1700,Maine,202011,37,115,4.7,32.3
1700,Maine,202012,27.2,122,8.5,18.7
1700,Maine,202101,21.3,121,8.1,13.2
1700,Maine,202102,18.5,95,3.6,14.9
1700,Maine,202103,29.4,103,3.5,25.9
1700,Maine,202104,43.2,123,4.9,38.3
1700,Maine,202105,52.3,97,1.8,50.5
1700,Maine,202106,64.8,126,5,59.8
1700,Maine,202107,63.7,23,-1.6,65.3
1800,Maryland,201501,30.7,40,-1.7,32.4
1800,Maryland,201502,25.3,6,-8.5,33.8
1800,Maryland,201503,39.4,29,-3.1,42.5
1800,Maryland,201504,54,89,1.9,52.1
1800,Maryland,201505,67.6,122,5.3,62.3
1800,Maryland,201506,73,113,2.4,70.6
1800,Maryland,201507,75.9,84,0.8,75.1
1800,Maryland,201508,73.9,74,0.7,73.2
1800,Maryland,201509,70.8,115,3.8,67
1800,Maryland,201510,55.6,54,-0.2,55.8
1800,Maryland,201511,50.5,120,5.7,44.8
1800,Maryland,201512,48.6,126,13.3,35.3
1800,Maryland,201601,32.1,58,-0.3,32.4
1800,Maryland,201602,36.9,94,3.1,33.8
1800,Maryland,201603,49.4,123,6.9,42.5
1800,Maryland,201604,53.1,74,1,52.1
1800,Maryland,201605,60.9,36,-1.4,62.3
1800,Maryland,201606,72.2,90,1.6,70.6
1800,Maryland,201607,78.4,119,3.3,75.1
1800,Maryland,201608,78,126,4.8,73.2
1800,Maryland,201609,71.5,120,4.5,67
1800,Maryland,201610,59.4,115,3.6,55.8
1800,Maryland,201611,47.7,102,2.9,44.8
1800,Maryland,201612,38,89,2.7,35.3
1800,Maryland,201701,38.3,114,5.9,32.4
1800,Maryland,201702,43.7,127,9.9,33.8
1800,Maryland,201703,43.1,67,0.6,42.5
1800,Maryland,201704,59.5,127,7.4,52.1
1800,Maryland,201705,62.2,62,-0.1,62.3
1800,Maryland,201706,72.6,105,2,70.6
1800,Maryland,201707,77.4,104,2.3,75.1
1800,Maryland,201708,72.8,49,-0.4,73.2
1800,Maryland,201709,68.3,88,1.3,67
1800,Maryland,201710,61.2,121,5.4,55.8
1800,Maryland,201711,45.8,76,1,44.8
1800,Maryland,201712,35.3,53,0,35.3
1800,Maryland,201801,31,44,-1.4,32.4
1800,Maryland,201802,41.6,124,7.8,33.8
1800,Maryland,201803,39.3,27,-3.2,42.5
1800,Maryland,201804,50.7,30,-1.4,52.1
1800,Maryland,201805,68.8,126,6.5,62.3
1800,Maryland,201806,72.1,86,1.5,70.6
1800,Maryland,201807,76.2,90,1.1,75.1
1800,Maryland,201808,77.1,123,3.9,73.2
1800,Maryland,201809,72.7,126,5.7,67
1800,Maryland,201810,59,112,3.2,55.8
1800,Maryland,201811,43.4,37,-1.4,44.8
1800,Maryland,201812,39.2,106,3.9,35.3
1800,Maryland,201901,34,82,1.6,32.4
1800,Maryland,201902,37.6,102,3.8,33.8
1800,Maryland,201903,42.1,58,-0.4,42.5
1800,Maryland,201904,57.8,125,5.7,52.1
1800,Maryland,201905,67.3,121,5,62.3
1800,Maryland,201906,72.5,102,1.9,70.6
1800,Maryland,201907,78.6,121,3.5,75.1
1800,Maryland,201908,75.6,102,2.4,73.2
1800,Maryland,201909,71.4,118,4.4,67
1800,Maryland,201910,60.3,119,4.5,55.8
1800,Maryland,201911,42.6,26,-2.2,44.8
1800,Maryland,201912,38.9,103,3.6,35.3
1800,Maryland,202001,39.1,118,6.7,32.4
1800,Maryland,202002,40.9,122,7.1,33.8
1800,Maryland,202003,49.3,122,6.8,42.5
1800,Maryland,202004,51.8,53,-0.3,52.1
1800,Maryland,202005,60.6,27,-1.7,62.3
1800,Maryland,202006,72.6,105,2,70.6
1800,Maryland,202007,80.1,127,5,75.1
1800,Maryland,202008,76.7,119,3.5,73.2
1800,Maryland,202009,67.3,62,0.3,67
1800,Maryland,202010,59,112,3.2,55.8
1800,Maryland,202011,51,125,6.2,44.8
1800,Maryland,202012,38.3,94,3,35.3
1800,Maryland,202101,35.6,96,3.2,32.4
1800,Maryland,202102,34.5,69,0.7,33.8
1800,Maryland,202103,47.3,114,4.8,42.5
1800,Maryland,202104,55,105,2.9,52.1
1800,Maryland,202105,62.6,69,0.3,62.3
1800,Maryland,202106,73.5,119,2.9,70.6
1800,Maryland,202107,77.4,104,2.3,75.1
1900,Massachusetts,201501,21.8,33,-2.3,24.1
1900,Massachusetts,201502,14.6,2,-10.4,25
1900,Massachusetts,201503,29.3,11,-4.9,34.2
1900,Massachusetts,201504,45.5,71,0.8,44.7
1900,Massachusetts,201505,61.8,127,6.1,55.7
1900,Massachusetts,201506,63.6,34,-0.8,64.4
1900,Massachusetts,201507,71,95,1.3,69.7
1900,Massachusetts,201508,71.1,115,3.6,67.5
1900,Massachusetts,201509,66.2,125,5.8,60.4
1900,Massachusetts,201510,50.1,66,0.1,50
1900,Massachusetts,201511,44.7,121,5.5,39.2
1900,Massachusetts,201512,41.8,126,13.7,28.1
1900,Massachusetts,201601,28.5,106,4.4,24.1
1900,Massachusetts,201602,30.9,113,5.9,25
1900,Massachusetts,201603,41,121,6.8,34.2
1900,Massachusetts,201604,45,64,0.3,44.7
1900,Massachusetts,201605,57.2,85,1.5,55.7
1900,Massachusetts,201606,66.1,103,1.7,64.4
1900,Massachusetts,201607,72.6,114,2.9,69.7
1900,Massachusetts,201608,72.5,125,5,67.5
1900,Massachusetts,201609,64.6,120,4.2,60.4
1900,Massachusetts,201610,52.2,100,2.2,50
1900,Massachusetts,201611,42.2,104,3,39.2
1900,Massachusetts,201612,31,87,2.9,28.1
1900,Massachusetts,201701,31.5,117,7.4,24.1
1900,Massachusetts,201702,33,123,8,25
1900,Massachusetts,201703,31.5,29,-2.7,34.2
1900,Massachusetts,201704,50.2,126,5.5,44.7
1900,Massachusetts,201705,55.2,50,-0.5,55.7
1900,Massachusetts,201706,66,100,1.6,64.4
1900,Massachusetts,201707,70,68,0.3,69.7
1900,Massachusetts,201708,68,67,0.5,67.5
1900,Massachusetts,201709,65.1,123,4.7,60.4
1900,Massachusetts,201710,57.5,126,7.5,50
1900,Massachusetts,201711,40.3,80,1.1,39.2
1900,Massachusetts,201712,26.6,36,-1.5,28.1
1900,Massachusetts,201801,24.5,65,0.4,24.1
1900,Massachusetts,201802,34.3,127,9.3,25
1900,Massachusetts,201803,34.8,74,0.6,34.2
1900,Massachusetts,201804,42.3,18,-2.4,44.7
1900,Massachusetts,201805,60.8,124,5.1,55.7
1900,Massachusetts,201806,64.8,61,0.4,64.4
1900,Massachusetts,201807,73.3,120,3.6,69.7
1900,Massachusetts,201808,73.5,126,6,67.5
1900,Massachusetts,201809,65.2,124,4.8,60.4
1900,Massachusetts,201810,50.3,69,0.3,50
1900,Massachusetts,201811,37.8,38,-1.4,39.2
1900,Massachusetts,201812,32.1,105,4,28.1
1900,Massachusetts,201901,25.9,82,1.8,24.1
1900,Massachusetts,201902,28.5,101,3.5,25
1900,Massachusetts,201903,33.7,57,-0.5,34.2
1900,Massachusetts,201904,47.7,109,3,44.7
1900,Massachusetts,201905,55.3,54,-0.4,55.7
1900,Massachusetts,201906,65.5,85,1.1,64.4
1900,Massachusetts,201907,73.8,124,4.1,69.7
1900,Massachusetts,201908,69.8,97,2.3,67.5
1900,Massachusetts,201909,62,97,1.6,60.4
1900,Massachusetts,201910,52.4,104,2.4,50
1900,Massachusetts,201911,37.4,31,-1.8,39.2
1900,Massachusetts,201912,30.5,81,2.4,28.1
1900,Massachusetts,202001,32,119,7.9,24.1
1900,Massachusetts,202002,32.4,121,7.4,25
1900,Massachusetts,202003,40.1,119,5.9,34.2
1900,Massachusetts,202004,43.1,32,-1.6,44.7
1900,Massachusetts,202005,56.1,66,0.4,55.7
1900,Massachusetts,202006,67.5,117,3.1,64.4
1900,Massachusetts,202007,74.5,126,4.8,69.7
1900,Massachusetts,202008,71.6,122,4.1,67.5
1900,Massachusetts,202009,62.7,105,2.3,60.4
1900,Massachusetts,202010,52.4,104,2.4,50
1900,Massachusetts,202011,44.7,121,5.5,39.2
1900,Massachusetts,202012,33.1,110,5,28.1
1900,Massachusetts,202101,28.8,108,4.7,24.1
1900,Massachusetts,202102,27.5,83,2.5,25
1900,Massachusetts,202103,38.2,111,4,34.2
1900,Massachusetts,202104,47.7,109,3,44.7
1900,Massachusetts,202105,57.6,96,1.9,55.7
1900,Massachusetts,202106,69.4,127,5,64.4
1900,Massachusetts,202107,69.7,54,0,69.7
2000,Michigan,201501,16.6,42,-1.5,18.1
2000,Michigan,201502,8,3,-11.1,19.1
2000,Michigan,201503,28.6,58,-0.4,29
2000,Michigan,201504,43.2,78,1.3,41.9
2000,Michigan,201505,57.2,104,3.6,53.6
2000,Michigan,201506,62.5,41,-0.8,63.3
2000,Michigan,201507,67.9,56,-0.2,68.1
2000,Michigan,201508,66.9,81,1,65.9
2000,Michigan,201509,64.6,126,6.1,58.5
2000,Michigan,201510,48.9,86,1.4,47.5
2000,Michigan,201511,41.3,123,6.7,34.6
2000,Michigan,201512,35.6,126,12.3,23.3
2000,Michigan,201601,22.3,97,4.2,18.1
2000,Michigan,201602,25.3,115,6.2,19.1
2000,Michigan,201603,36.1,119,7.1,29
2000,Michigan,201604,40.8,48,-1.1,41.9
2000,Michigan,201605,55.4,87,1.8,53.6
2000,Michigan,201606,64.7,80,1.4,63.3
2000,Michigan,201607,70.3,104,2.2,68.1
2000,Michigan,201608,70.8,122,4.9,65.9
2000,Michigan,201609,63.5,123,5,58.5
2000,Michigan,201610,51.6,115,4.1,47.5
2000,Michigan,201611,42.6,125,8,34.6
2000,Michigan,201612,25,77,1.7,23.3
2000,Michigan,201701,25.2,118,7.1,18.1
2000,Michigan,201702,29.9,126,10.8,19.1
2000,Michigan,201703,30.7,85,1.7,29
2000,Michigan,201704,47.2,120,5.3,41.9
2000,Michigan,201705,53,54,-0.6,53.6
2000,Michigan,201706,65.3,94,2,63.3
2000,Michigan,201707,68.5,74,0.4,68.1
2000,Michigan,201708,65.2,40,-0.7,65.9
2000,Michigan,201709,62.6,117,4.1,58.5
2000,Michigan,201710,52.5,120,5,47.5
2000,Michigan,201711,34.5,56,-0.1,34.6
2000,Michigan,201712,20.9,35,-2.4,23.3
2000,Michigan,201801,20,78,1.9,18.1
2000,Michigan,201802,23,97,3.9,19.1
2000,Michigan,201803,29.6,75,0.6,29
2000,Michigan,201804,35.2,3,-6.7,41.9
2000,Michigan,201805,60.2,124,6.6,53.6
2000,Michigan,201806,65.2,92,1.9,63.3
2000,Michigan,201807,70.5,107,2.4,68.1
2000,Michigan,201808,69.8,117,3.9,65.9
2000,Michigan,201809,62.4,113,3.9,58.5
2000,Michigan,201810,45.9,36,-1.6,47.5
2000,Michigan,201811,30.8,13,-3.8,34.6
2000,Michigan,201812,28.7,111,5.4,23.3
2000,Michigan,201901,16.8,45,-1.3,18.1
2000,Michigan,201902,19.9,70,0.8,19.1
2000,Michigan,201903,27.5,51,-1.5,29
2000,Michigan,201904,42.5,67,0.6,41.9
2000,Michigan,201905,51.8,37,-1.8,53.6
2000,Michigan,201906,62.5,41,-0.8,63.3
2000,Michigan,201907,70.9,110,2.8,68.1
2000,Michigan,201908,66.3,68,0.4,65.9
2000,Michigan,201909,62.3,112,3.8,58.5
2000,Michigan,201910,47.5,60,0,47.5
2000,Michigan,201911,30.8,13,-3.8,34.6
2000,Michigan,201912,28.4,107,5.1,23.3
2000,Michigan,202001,27,123,8.9,18.1
2000,Michigan,202002,23.7,105,4.6,19.1
2000,Michigan,202003,35,116,6,29
2000,Michigan,202004,40.2,36,-1.7,41.9
2000,Michigan,202005,53.2,56,-0.4,53.6
2000,Michigan,202006,65.9,108,2.6,63.3
2000,Michigan,202007,72.4,122,4.3,68.1
2000,Michigan,202008,68.6,106,2.7,65.9
2000,Michigan,202009,58.1,48,-0.4,58.5
2000,Michigan,202010,44.3,15,-3.2,47.5
2000,Michigan,202011,41.1,122,6.5,34.6
2000,Michigan,202012,28.6,109,5.3,23.3
2000,Michigan,202101,24.9,116,6.8,18.1
2000,Michigan,202102,17.4,42,-1.7,19.1
2000,Michigan,202103,36.8,120,7.8,29
2000,Michigan,202104,45.1,104,3.2,41.9
2000,Michigan,202105,54.1,72,0.5,53.6
2000,Michigan,202106,67.8,123,4.5,63.3
2000,Michigan,202107,68.8,84,0.7,68.1
2100,Minnesota,201501,13.7,101,7.2,6.5
2100,Minnesota,201502,5.6,18,-6.5,12.1
2100,Minnesota,201503,30.7,106,5.4,25.3
2100,Minnesota,201504,44.6,100,3.3,41.3
2100,Minnesota,201505,54.2,62,0,54.2
2100,Minnesota,201506,64.7,77,1,63.7
2100,Minnesota,201507,69.5,76,0.7,68.8
2100,Minnesota,201508,65.9,51,-0.4,66.3
2100,Minnesota,201509,63.8,126,7,56.8
2100,Minnesota,201510,47.9,104,2.9,45
2100,Minnesota,201511,36.5,121,8.6,27.9
2100,Minnesota,201512,24.8,126,11.9,12.9
2100,Minnesota,201601,12.6,95,6.1,6.5
2100,Minnesota,201602,19.9,110,7.8,12.1
2100,Minnesota,201603,35.7,123,10.4,25.3
2100,Minnesota,201604,42.5,80,1.2,41.3
2100,Minnesota,201605,56.7,95,2.5,54.2
2100,Minnesota,201606,65.6,94,1.9,63.7
2100,Minnesota,201607,69.3,72,0.5,68.8
2100,Minnesota,201608,68.1,98,1.8,66.3
2100,Minnesota,201609,60.7,111,3.9,56.8
2100,Minnesota,201610,48.2,107,3.2,45
2100,Minnesota,201611,40.2,125,12.3,27.9
2100,Minnesota,201612,15.3,77,2.4,12.9
2100,Minnesota,201701,14.6,112,8.1,6.5
2100,Minnesota,201702,23.9,122,11.8,12.1
2100,Minnesota,201703,28.2,87,2.9,25.3
2100,Minnesota,201704,44.4,99,3.1,41.3
2100,Minnesota,201705,53.6,55,-0.6,54.2
2100,Minnesota,201706,65,86,1.3,63.7
2100,Minnesota,201707,69.2,71,0.4,68.8
2100,Minnesota,201708,64,23,-2.3,66.3
2100,Minnesota,201709,60.8,113,4,56.8
2100,Minnesota,201710,47.1,96,2.1,45
2100,Minnesota,201711,27.4,52,-0.5,27.9
2100,Minnesota,201712,13.4,63,0.5,12.9
2100,Minnesota,201801,10.4,86,3.9,6.5
2100,Minnesota,201802,8.6,40,-3.5,12.1
2100,Minnesota,201803,27.5,84,2.2,25.3
2100,Minnesota,201804,32.7,3,-8.6,41.3
2100,Minnesota,201805,61.1,124,6.9,54.2
2100,Minnesota,201806,67,111,3.3,63.7
2100,Minnesota,201807,69.7,80,0.9,68.8
2100,Minnesota,201808,67.4,88,1.1,66.3
2100,Minnesota,201809,59,97,2.2,56.8
2100,Minnesota,201810,40.7,13,-4.3,45
2100,Minnesota,201811,22.8,17,-5.1,27.9
2100,Minnesota,201812,20.2,106,7.3,12.9
2100,Minnesota,201901,6.6,56,0.1,6.5
2100,Minnesota,201902,5.3,16,-6.8,12.1
2100,Minnesota,201903,22.6,36,-2.7,25.3
2100,Minnesota,201904,41.4,61,0.1,41.3
2100,Minnesota,201905,50.5,16,-3.7,54.2
2100,Minnesota,201906,64.4,75,0.7,63.7
2100,Minnesota,201907,70.4,93,1.6,68.8
2100,Minnesota,201908,65.2,39,-1.1,66.3
2100,Minnesota,201909,60.2,107,3.4,56.8
2100,Minnesota,201910,42.4,31,-2.6,45
2100,Minnesota,201911,26,41,-1.9,27.9
2100,Minnesota,201912,16.6,88,3.7,12.9
2100,Minnesota,202001,14.1,106,7.6,6.5
2100,Minnesota,202002,14,87,1.9,12.1
2100,Minnesota,202003,30.4,103,5.1,25.3
2100,Minnesota,202004,39.3,36,-2,41.3
2100,Minnesota,202005,53.5,52,-0.7,54.2
2100,Minnesota,202006,67.7,117,4,63.7
2100,Minnesota,202007,71.4,107,2.6,68.8
2100,Minnesota,202008,68.2,100,1.9,66.3
2100,Minnesota,202009,56.5,50,-0.3,56.8
2100,Minnesota,202010,39,5,-6,45
2100,Minnesota,202011,34,116,6.1,27.9
2100,Minnesota,202012,21.1,113,8.2,12.9
2100,Minnesota,202101,18.4,124,11.9,6.5
2100,Minnesota,202102,6.6,26,-5.5,12.1
2100,Minnesota,202103,35.6,120,10.3,25.3
2100,Minnesota,202104,42.3,78,1,41.3
2100,Minnesota,202105,55.1,76,0.9,54.2
2100,Minnesota,202106,69.9,125,6.2,63.7
2100,Minnesota,202107,71.2,104,2.4,68.8
2200,Mississippi,201501,43.8,47,-1.3,45.1
2200,Mississippi,201502,41.9,11,-6.4,48.3
2200,Mississippi,201503,57.7,86,2.1,55.6
2200,Mississippi,201504,67,114,3.4,63.6
2200,Mississippi,201505,72.3,84,1,71.3
2200,Mississippi,201506,79.2,95,0.9,78.3
2200,Mississippi,201507,82.8,119,2,80.8
2200,Mississippi,201508,80.1,57,-0.1,80.2
2200,Mississippi,201509,76.3,84,1.2,75.1
2200,Mississippi,201510,66.5,97,2.1,64.4
2200,Mississippi,201511,59.2,122,5.3,53.9
2200,Mississippi,201512,56.7,126,9.9,46.8
2200,Mississippi,201601,43.7,44,-1.4,45.1
2200,Mississippi,201602,50.9,92,2.6,48.3
2200,Mississippi,201603,60.2,113,4.6,55.6
2200,Mississippi,201604,65.2,96,1.6,63.6
2200,Mississippi,201605,70.5,46,-0.8,71.3
2200,Mississippi,201606,80.2,108,1.9,78.3
2200,Mississippi,201607,82.4,112,1.6,80.8
2200,Mississippi,201608,82,108,1.8,80.2
2200,Mississippi,201609,79,118,3.9,75.1
2200,Mississippi,201610,69.2,122,4.8,64.4
2200,Mississippi,201611,58.2,110,4.3,53.9
2200,Mississippi,201612,49.4,94,2.6,46.8
2200,Mississippi,201701,52.9,123,7.8,45.1
2200,Mississippi,201702,57.1,126,8.8,48.3
2200,Mississippi,201703,60.1,111,4.5,55.6
2200,Mississippi,201704,67.3,116,3.7,63.6
2200,Mississippi,201705,70.1,38,-1.2,71.3
2200,Mississippi,201706,76.7,20,-1.6,78.3
2200,Mississippi,201707,81.2,76,0.4,80.8
2200,Mississippi,201708,79.3,30,-0.9,80.2
2200,Mississippi,201709,74.5,54,-0.6,75.1
2200,Mississippi,201710,66.2,92,1.8,64.4
2200,Mississippi,201711,56.8,99,2.9,53.9
2200,Mississippi,201712,47.1,73,0.3,46.8
2200,Mississippi,201801,40.1,16,-5,45.1
2200,Mississippi,201802,56.9,124,8.6,48.3
2200,Mississippi,201803,57.1,81,1.5,55.6
2200,Mississippi,201804,58.9,2,-4.7,63.6
2200,Mississippi,201805,75.8,124,4.5,71.3
2200,Mississippi,201806,80.6,113,2.3,78.3
2200,Mississippi,201807,81.8,94,1,80.8
2200,Mississippi,201808,80.3,70,0.1,80.2
2200,Mississippi,201809,78.9,116,3.8,75.1
2200,Mississippi,201810,67.4,106,3,64.4
2200,Mississippi,201811,50.5,15,-3.4,53.9
2200,Mississippi,201812,49,91,2.2,46.8
2200,Mississippi,201901,46.3,78,1.2,45.1
2200,Mississippi,201902,55,120,6.7,48.3
2200,Mississippi,201903,54.7,49,-0.9,55.6
2200,Mississippi,201904,63.1,57,-0.5,63.6
