order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD218898,REST0538,CUST01541,COUR1586,-37.8153385,144.9951358,2020-08-27,16:32:58,0,0,Car,"[('roti', 1), ('dragon chicken', 1), ('chicken grill', 1), ('masala papad', 3)]",0,83.71,3373.0,8,,3.5922
ORD068227,REST0070,CUST07776,COUR1273,-37.8141101,144.96413909999998,2020-04-15,22:17:08,0,0,Bike,"[('laksa soup', 2), ('coffee', 1)]",45,11.176,,3,,
ORD116382,REST1563,CUST11039,COUR1692,-37.809082000000004,144.95171159999998,2020-07-05,12:11:52,1,1,Motorbike,"[('bamboo biryani', 3), ('garlic naan', 2), ('dal makhani', 3), ('chicken biryani', 2)]",40,90.42,2534.0,5,,5.6828
ORD039609,REST1149,CUST02009,COUR2216,-37.802332899999996,144.9528168,2020-11-01,21:45:29,0,1,Motorbike,"[('chicken sandwich', 1), ('poha', 1), ('pav bhaji', 1), ('masala tea', 3)]",0,92.44,,9,,
ORD081056,REST0172,CUST00145,COUR1793,-37.803268,144.9651635,2020-08-20,20:54:03,0,0,Motorbike,"[('sev puri', 2), ('dahi aloo puri', 1), ('dahipuri', 2), ('panipuri', 1)]",20,91.312,5133.0,10,,3.3082
ORD134957,REST0538,CUST06583,COUR3651,-37.8258228,144.98480949999998,2020-11-19,02:02:38,0,0,Bike,"[('roti', 1), ('paratha', 2), ('chicken grill', 2), ('masala papad', 3)]",20,93.112,5265.0,26,,5.0854
ORD234642,REST0538,CUST08854,COUR0609,-37.81841970000001,144.96688899999998,2020-10-31,13:58:40,1,1,Bike,"[('chicken grill', 2), ('biryani', 2), ('paratha', 2), ('dragon chicken', 1)]",0,135.29,,30,,
ORD181621,REST1149,CUST07471,COUR3353,-37.8037698,145.0107711,2020-10-30,09:17:48,0,0,Motorbike,"[('egg roll', 2), ('coffee', 3)]",40,53.616,,9,,
ORD065864,REST1149,CUST02562,COUR4706,-37.8223544,144.9524944,2020-10-03,01:15:09,0,1,Bike,"[('french fries', 1), ('egg roll', 2), ('coffee', 1)]",10,59.229,3281.0,16,,5.3027
ORD067416,REST0172,CUST12183,COUR2296,-37.802578000000004,144.9632958,2020-02-18,19:23:04,1,0,Motorbike,"[('vada pav', 2), ('dahi aloo puri', 2), ('sev puri', 1), ('masala poori', 1)]",0,125.5,5050.0,10,,5.1246
ORD044241,REST0070,CUST09262,COUR0048,-37.8134932,144.9656098,2020-01-25,19:27:01,1,1,Bike,"[('mango salad', 3), ('noodles', 2), ('veg fritters', 2), ('vegetarian', 3)]",10,131.607,353.0,2,,5.3986
ORD228270,REST0172,CUST08078,COUR3210,-37.818311,145.0043774,2020-10-24,15:41:32,0,1,Car,"[('masala poori', 2), ('dahipuri', 2), ('panipuri', 1)]",45,51.64,,21,,
ORD007080,REST1149,CUST09212,COUR0825,-37.8092227,144.9648318,2020-11-20,16:01:19,0,0,Car,"[('sandwiches', 1), ('pav bhaji', 3)]",45,34.969,2796.0,7,,3.6189
ORD175387,REST0172,CUST00294,COUR2439,-37.8043805,144.9523199,2020-12-16,21:41:32,0,0,Motorbike,"[('masala poori', 3), ('dahipuri', 3), ('dahi aloo puri', 3), ('chaat', 2)]",45,122.325,4047.0,8,,3.5737
ORD188050,REST1563,CUST12653,COUR0077,-37.8036771,144.9499644,2020-09-02,02:50:06,0,0,Motorbike,"[('dal makhani', 2), ('chicken biryani', 1), ('bamboo biryani', 3)]",20,76.672,2799.0,6,,2.9907
ORD164717,REST1563,CUST03597,COUR2786,-37.825271799999996,144.9532437,2020-05-23,20:38:14,0,1,Car,"[('dal makhani', 1), ('murgh ghee roast', 3), ('bamboo biryani', 2)]",45,40.607,2723.0,7,,4.2707
ORD074947,REST0070,CUST01469,COUR4072,-37.814108000000004,144.972422,2020-12-16,22:48:47,0,0,Motorbike,"[('vegetarian', 1), ('veg fritters', 3)]",0,78.41,621.0,1,,2.6201
ORD252643,REST1149,CUST08928,COUR1803,-37.8167146,144.9699771,2020-05-18,20:18:27,0,0,Motorbike,"[('omelette', 1), ('egg roll', 2)]",20,37.776,1735.0,3,,3.4637
ORD275742,REST0172,CUST13379,COUR4604,-37.816786799999996,145.00725880000002,2020-06-07,05:20:26,0,1,Bike,"[('sev puri', 2), ('masala poori', 3), ('chaat', 3), ('dahi aloo puri', 2)]",0,219.06,,44,,
ORD044569,REST0070,CUST08704,COUR4909,-37.8172189,144.9680139,2020-05-22,15:05:56,0,0,Car,"[('veg fritters', 3), ('vegetarian', 1), ('mango salad', 2), ('babycorn manchurian', 2)]",20,113.784,760.0,2,,2.8199
ORD156074,REST0172,CUST04268,COUR2852,-37.82448370000001,144.9890336,2020-01-29,21:09:53,0,0,Bike,"[('bhel puri', 1), ('dahi aloo puri', 3), ('vada pav', 3)]",0,143.05,7039.0,35,,6.2085
ORD077223,REST0070,CUST06147,COUR4439,-37.807094899999996,144.9570155,2020-04-28,21:21:45,0,0,Car,"[('coffee', 1), ('babycorn manchurian', 1), ('noodles', 2)]",0,65.23,1656.0,4,,3.0788
ORD145341,REST1149,CUST05717,COUR1575,-37.815107700000006,144.9404206,2020-02-12,08:58:01,0,0,Motorbike,"[('sandwiches', 2), ('omelette', 1)]",45,36.861,,10,,
ORD193212,REST1563,CUST07530,COUR4688,-37.8190514,144.94667880000003,2020-12-04,06:19:46,0,0,Bike,"[('dal makhani', 3), ('garlic naan', 1)]",45,41.344,,14,,
ORD185991,REST0172,CUST01948,COUR3113,-37.8183459,144.9793004,2020-08-24,08:18:27,0,0,Bike,"[('dahipuri', 1), ('bhel puri', 1), ('vada pav', 2), ('dahi aloo puri', 3)]",45,76.588,6280.0,31,,5.5265
ORD186038,REST0538,CUST13181,COUR3777,-37.8188404,144.9654446,2020-02-28,00:55:23,0,0,Bike,"[('dragon chicken', 1), ('biryani', 1), ('paratha', 3)]",0,82.87,,31,,
ORD349289,REST0070,CUST05523,COUR0596,-37.8190572,144.9614507,2020-06-18,04:29:00,0,0,Motorbike,"[('babycorn manchurian', 2), ('laksa soup', 3), ('coffee', 2)]",45,46.272,,3,,
ORD200577,REST1149,CUST04244,COUR2000,-37.8242732,144.98674169999998,2020-05-01,12:35:36,1,0,Car,"[('poha', 2), ('masala tea', 2), ('chicken sandwich', 3), ('egg roll', 2)]",0,118.56,556.0,1,,4.1608
ORD253475,REST0172,CUST08195,COUR2483,-37.8176225,145.005412,2020-06-18,19:38:54,1,0,Motorbike,"[('chaat', 1), ('masala poori', 3), ('vada pav', 2)]",10,109.116,8711.0,17,,6.0865
ORD017064,REST1563,CUST12281,COUR0265,-37.8197891,144.9613321,2020-08-18,15:25:42,0,0,Car,"[('dal makhani', 1), ('murgh ghee roast', 3)]",20,41.288,1691.0,4,,3.047
ORD051915,REST0538,CUST12931,COUR0926,-37.8197914,145.0108614,2020-11-26,18:03:57,1,0,Bike,"[('roti', 3), ('masala papad', 1)]",0,73.27,2828.0,14,,5.6619
ORD022828,REST1149,CUST09545,COUR0449,-37.8145119,144.9697962,2020-05-18,21:17:48,0,0,Car,"[('french omelette', 2), ('french fries', 1)]",0,38.35,1903.0,5,,3.2446
ORD012334,REST0538,CUST11195,COUR3660,-37.8030387,144.92972690000002,2020-11-10,05:48:07,0,0,Bike,"[('masala papad', 3), ('roti', 2)]",45,33.385,,45,,
ORD018896,REST0538,CUST11570,COUR3756,-37.8090099,144.94898830000002,2020-05-26,15:13:50,0,0,Car,"[('dragon chicken', 3), ('biryani', 2), ('roti', 2), ('masala papad', 3)]",10,143.883,7437.0,18,,4.245
ORD072677,REST1149,CUST13245,COUR4606,-37.820989600000004,144.97719630000003,2020-11-15,08:30:19,0,1,Car,"[('egg roll', 3), ('pav bhaji', 2)]",45,35.981,820.0,2,,4.1742
ORD003337,REST0538,CUST10843,COUR0443,-37.811457399999995,144.999985,2020-11-29,19:54:43,1,1,Motorbike,"[('paratha', 3), ('chicken grill', 1)]",0,68.45,,5,,
ORD283014,REST0538,CUST03085,COUR1694,-37.81549570000001,144.95773190000003,2020-11-18,20:10:32,0,0,Motorbike,"[('masala papad', 1), ('chicken grill', 3)]",40,47.31,6658.0,13,,3.9371
ORD262624,REST1149,CUST10882,COUR2157,-37.806158200000006,144.9516719,2020-12-10,02:06:35,0,0,Motorbike,"[('french omelette', 1), ('poha', 3)]",0,69.99,4133.0,8,,3.7935
ORD295773,REST1563,CUST07326,COUR0401,-37.804542100000006,144.9932779,2020-12-08,16:17:08,0,0,Car,"[('garlic naan', 2), ('murgh ghee roast', 2), ('bamboo biryani', 2)]",40,33.9,,6,,
ORD167731,REST1149,CUST06462,COUR4262,-37.8049857,144.99567919999998,2020-02-09,19:07:15,1,1,Motorbike,"[('french omelette', 3), ('french fries', 2)]",40,40.242,3139.0,6,,5.8884
ORD090934,REST1563,CUST02935,COUR1657,-37.800828100000004,144.97658710000002,2020-11-21,09:33:37,0,1,Bike,"[('garlic naan', 1), ('dal makhani', 2)]",45,28.93,,7,,
ORD307136,REST0172,CUST11510,COUR0324,-37.8008942,144.910992,2020-07-20,18:39:33,1,0,Car,"[('dahipuri', 3), ('chaat', 3)]",0,102.3,5562.0,13,,5.4405
ORD117955,REST0172,CUST04903,COUR1786,-37.8143121,144.97602,2020-03-29,22:01:19,0,1,Bike,"[('dahipuri', 3), ('panipuri', 1), ('sev puri', 2)]",40,61.386,,30,,
ORD332739,REST1563,CUST05900,COUR1485,-37.80001179999999,144.974997,2020-08-15,19:54:43,1,1,Car,"[('chicken biryani', 3), ('bamboo biryani', 1), ('garlic naan', 1)]",40,42.408,1520.0,4,,5.3832
ORD160107,REST0538,CUST05632,COUR4932,-37.8118276,144.93894650000001,2020-03-20,23:56:02,0,0,Car,"[('chicken curry', 2), ('biryani', 3)]",0,99.1,8312.0,20,,4.8825
ORD298842,REST0070,CUST02531,COUR2686,-37.8129859,144.9393261,2020-06-22,20:18:27,0,0,Car,"[('laksa soup', 3), ('mango salad', 1)]",0,25.79,3126.0,8,,3.4529
ORD102726,REST1563,CUST07203,COUR0359,-37.81260379999999,144.9571717,2020-02-22,14:30:19,0,1,Bike,"[('garlic naan', 3), ('chicken biryani', 3), ('dal makhani', 3)]",40,85.32,1948.0,10,,4.5639
ORD146661,REST1149,CUST00665,COUR4910,-37.801989899999995,145.0010285,2020-09-18,18:15:49,1,0,Car,"[('egg roll', 3), ('masala tea', 1), ('french fries', 3)]",20,90.36,,9,,
ORD218113,REST0172,CUST04630,COUR3595,-37.80431779999999,144.9385969,2020-11-29,09:17:48,0,1,Car,"[('dahi aloo puri', 2), ('sev puri', 2)]",0,89.46,,10,,
ORD147184,REST0070,CUST04910,COUR2655,-37.805603000000005,144.99482790000002,2020-02-01,15:21:45,0,1,Car,"[('vegetarian', 2), ('noodles', 1), ('babycorn manchurian', 1), ('coffee', 3)]",40,59.484,,7,,
ORD024698,REST0172,CUST04122,COUR4789,-37.8202215,144.98516730000003,2020-04-06,06:27:41,0,0,Motorbike,"[('chaat', 2), ('panipuri', 1), ('masala poori', 3)]",0,132.01,6816.0,14,,4.0775
ORD210973,REST0070,CUST07983,COUR1796,-37.8233696,144.9847968,2020-05-02,21:57:21,0,1,Motorbike,"[('vegetarian', 3), ('coffee', 3)]",40,45.162,2105.0,4,,3.9769
ORD104837,REST0538,CUST06996,COUR2674,-37.8068271,144.9548986,2020-10-08,07:11:12,0,0,Bike,"[('masala papad', 3), ('roti', 2), ('chicken curry', 2)]",10,95.598,,33,,
ORD242863,REST0538,CUST04635,COUR3215,-37.803933799999996,144.9382392,2020-02-06,09:01:58,0,0,Motorbike,"[('biryani', 3), ('chicken curry', 3), ('paratha', 2), ('masala papad', 2)]",0,161.26,8537.0,17,,4.2448
ORD206307,REST0538,CUST12168,COUR4894,-37.8029429,144.9633573,2020-06-30,06:23:44,0,0,Bike,"[('paratha', 2), ('chicken grill', 1), ('biryani', 3)]",0,107.41,6281.0,31,,5.886
ORD044496,REST1563,CUST02285,COUR3512,-37.8190847,144.963387,2020-07-30,01:19:07,0,0,Motorbike,"[('murgh ghee roast', 3), ('chicken biryani', 3), ('garlic naan', 1), ('dal makhani', 2)]",45,73.562,1505.0,3,,2.9717
ORD345685,REST1149,CUST01516,COUR1487,-37.8240565,144.94194919999998,2020-12-23,21:09:53,0,0,Bike,"[('pav bhaji', 1), ('coffee', 2), ('masala tea', 2), ('egg roll', 3)]",20,103.648,4209.0,21,,5.1736
ORD230739,REST0172,CUST10088,COUR2200,-37.80741,145.01053530000002,2020-01-16,04:17:08,0,0,Bike,"[('panipuri', 3), ('masala poori', 3)]",40,82.098,9110.0,46,,7.1641
ORD306462,REST0172,CUST00371,COUR2147,-37.799630799999996,144.95788059999998,2020-12-04,07:54:43,0,0,Motorbike,"[('sev puri', 2), ('panipuri', 3), ('vada pav', 2)]",40,86.25,4851.0,10,,3.9938
ORD310919,REST1149,CUST13142,COUR0439,-37.812017700000006,144.9784624,2020-02-12,17:28:21,0,0,Bike,"[('egg roll', 3), ('sandwiches', 1), ('french omelette', 3), ('omelette', 2)]",0,133.23,1890.0,9,,3.5996
ORD043165,REST0070,CUST08941,COUR0720,-37.800987400000004,144.992572,2020-06-04,15:21:45,0,0,Car,"[('noodles', 3), ('veg fritters', 1), ('babycorn manchurian', 3), ('mango salad', 3)]",20,131.936,,7,,
ORD250500,REST1563,CUST10713,COUR2010,-37.8137172,144.98865590000003,2020-04-24,22:56:42,0,0,Car,"[('bamboo biryani', 3), ('dal makhani', 2), ('murgh ghee roast', 2), ('garlic naan', 1)]",0,105.29,1542.0,4,,3.275
ORD170234,REST0070,CUST04899,COUR1288,-37.8083751,144.92880359999998,2020-07-15,08:10:32,0,0,Motorbike,"[('veg fritters', 3), ('vegetarian', 3), ('noodles', 1)]",0,129.22,,10,,
ORD146431,REST1563,CUST00115,COUR4565,-37.806397499999996,144.9497754,2020-07-14,22:01:19,0,0,Bike,"[('bamboo biryani', 3), ('dal makhani', 2), ('garlic naan', 2), ('chicken biryani', 3)]",40,87.3,2645.0,13,,4.098
ORD042489,REST1149,CUST03581,COUR1987,-37.79924929999999,144.97341569999998,2020-05-25,10:44:50,0,0,Car,"[('pav bhaji', 3), ('egg roll', 1), ('masala tea', 3)]",0,106.42,,9,,
ORD122942,REST0538,CUST00191,COUR2425,-37.7887844,144.93779080000002,2020-11-18,22:52:44,0,0,Bike,"[('paratha', 2), ('chicken grill', 1)]",40,32.298,9637.0,48,,7.3813
ORD098070,REST1563,CUST01230,COUR4883,-37.80068970000001,144.98397649999998,2020-06-06,04:29:00,0,1,Bike,"[('garlic naan', 1), ('chicken biryani', 1), ('bamboo biryani', 1)]",0,35.94,,10,,
ORD094681,REST0070,CUST13568,COUR0507,-37.8042177,144.9676105,2020-02-08,08:26:22,0,1,Car,"[('veg fritters', 3), ('laksa soup', 1), ('vegetarian', 3)]",0,119.2,1179.0,3,,3.9226
ORD234945,REST0172,CUST01365,COUR3511,-37.8007702,144.95991750000002,2020-01-24,14:30:19,0,0,Bike,"[('dahi aloo puri', 3), ('sev puri', 1)]",0,94.51,5043.0,25,,5.4261
ORD084972,REST0538,CUST04955,COUR1823,-37.812147499999995,144.97377340000003,2020-09-15,22:40:52,0,0,Motorbike,"[('paratha', 2), ('dragon chicken', 3)]",45,50.98,,10,,
ORD109068,REST0538,CUST03058,COUR2660,-37.8020086,144.9727178,2020-12-08,08:46:09,0,0,Car,"[('dragon chicken', 2), ('chicken curry', 1)]",40,39.036,5279.0,13,,3.8273
ORD208043,REST0070,CUST11951,COUR1135,-37.802436799999995,144.9800876,2020-05-04,04:40:52,0,0,Bike,"[('coffee', 1), ('veg fritters', 3), ('babycorn manchurian', 3)]",0,143.57,1786.0,9,,3.5153
ORD233105,REST1563,CUST04757,COUR4263,-37.8050914,144.9280168,2020-01-31,13:58:40,1,0,Car,"[('garlic naan', 1), ('murgh ghee roast', 3), ('bamboo biryani', 2)]",0,58.72,4703.0,11,,4.8479
ORD034323,REST1149,CUST11412,COUR0253,-37.803988000000004,144.9903656,2020-10-08,08:10:32,0,0,Motorbike,"[('masala tea', 3), ('omelette', 1)]",0,74.56,2885.0,6,,3.7204
ORD136024,REST0070,CUST10724,COUR3503,-37.814102,144.984733,2020-12-10,02:30:19,0,0,Motorbike,"[('coffee', 2), ('vegetarian', 1), ('laksa soup', 2)]",0,45.41,,3,,
ORD104449,REST0070,CUST07732,COUR0163,-37.801974200000004,144.957198,2020-11-25,12:07:54,1,0,Motorbike,"[('babycorn manchurian', 3), ('mango salad', 3), ('veg fritters', 2), ('laksa soup', 2)]",0,148.99,1864.0,4,,4.7642
ORD027190,REST0070,CUST12313,COUR4696,-37.8146754,144.9577519,2020-02-20,17:40:13,0,0,Car,"[('veg fritters', 1), ('noodles', 2), ('babycorn manchurian', 3)]",40,76.518,1153.0,3,,3.0828
ORD239981,REST0070,CUST07144,COUR2784,-37.8023973,144.9433432,2020-10-01,23:00:39,0,0,Bike,"[('mango salad', 1), ('noodles', 2), ('babycorn manchurian', 3)]",40,68.514,2955.0,15,,4.366
ORD172142,REST0172,CUST02961,COUR2927,-37.8004687,144.9807587,2020-11-13,02:26:22,0,0,Car,"[('chaat', 2), ('vada pav', 1)]",20,47.152,6686.0,16,,4.376
ORD063400,REST1149,CUST10256,COUR2070,-37.8127534,144.9641688,2020-05-12,17:48:07,0,0,Bike,"[('french fries', 1), ('chicken sandwich', 2), ('french omelette', 2), ('omelette', 1)]",10,64.809,2540.0,13,,4.5
ORD141188,REST1563,CUST09428,COUR3389,-37.822450399999994,144.9558264,2020-04-21,14:10:32,0,0,Motorbike,"[('garlic naan', 3), ('dal makhani', 1)]",0,44.95,2309.0,5,,3.2398
ORD319226,REST0538,CUST10205,COUR4344,-37.813328799999994,144.9627191,2020-12-04,13:34:56,1,0,Bike,"[('masala papad', 3), ('biryani', 1), ('chicken grill', 3), ('dragon chicken', 1)]",0,128.02,,31,,
ORD257025,REST1563,CUST12508,COUR3525,-37.8194357,144.9521361,2020-04-20,11:56:02,0,0,Motorbike,"[('bamboo biryani', 1), ('dal makhani', 1)]",0,33.68,,5,,
ORD136136,REST1563,CUST03613,COUR0765,-37.820193200000006,144.9696953,2020-03-10,06:27:41,0,0,Car,"[('garlic naan', 2), ('chicken biryani', 1)]",10,29.061,1403.0,3,,3.3021
ORD067877,REST0172,CUST03321,COUR3294,-37.8030195,144.9497312,2020-10-04,07:46:48,0,1,Bike,"[('vada pav', 2), ('dahipuri', 2)]",10,53.856,4093.0,20,,5.4292
ORD348646,REST0538,CUST01821,COUR4728,-37.822093599999995,144.9635461,2020-05-18,13:46:48,1,0,Car,"[('dragon chicken', 3), ('roti', 2), ('chicken curry', 1)]",40,79.002,6197.0,15,,5.5801
ORD193132,REST1149,CUST09115,COUR1218,-37.816125299999996,144.9527318,2020-08-24,23:44:10,0,0,Motorbike,"[('coffee', 1), ('sandwiches', 3)]",10,80.208,,7,,
ORD077623,REST0538,CUST09305,COUR3911,-37.81620170000001,144.95857,2020-02-16,06:39:33,0,1,Motorbike,"[('paratha', 2), ('masala papad', 2), ('dragon chicken', 1)]",40,36.33,6660.0,13,,5.009
ORD013406,REST0538,CUST11044,COUR4572,-37.80854779999999,144.9533085,2020-01-18,10:01:19,0,1,Car,"[('chicken grill', 1), ('paratha', 1)]",0,39.21,6915.0,17,,5.1508
ORD304999,REST0172,CUST09829,COUR3545,-37.8173234,144.9674074,2020-09-22,20:54:03,0,0,Motorbike,"[('masala poori', 1), ('dahipuri', 2), ('chaat', 1)]",20,55.456,5162.0,10,,3.917
ORD012341,REST1563,CUST07839,COUR1665,-37.8167209,144.98435659999998,2020-12-26,10:05:16,0,1,Motorbike,"[('bamboo biryani', 1), ('dal makhani', 3), ('chicken biryani', 1), ('murgh ghee roast', 2)]",45,63.553,1240.0,2,,3.7725
ORD225984,REST0538,CUST00267,COUR0989,-37.82341160000001,144.97689430000003,2020-09-10,19:50:46,1,0,Car,"[('paratha', 2), ('chicken curry', 1), ('biryani', 2)]",0,87.72,,12,,
ORD137931,REST0172,CUST08471,COUR4228,-37.8018589,144.9927696,2020-06-13,00:47:28,0,1,Bike,"[('bhel puri', 2), ('panipuri', 3), ('sev puri', 2)]",20,116.504,7764.0,39,,7.7026
ORD346090,REST0538,CUST04106,COUR2902,-37.8186547,144.9838691,2020-03-21,16:29:00,0,1,Bike,"[('paratha', 3), ('masala papad', 2), ('dragon chicken', 3), ('biryani', 1)]",0,135.33,4763.0,24,,6.4354
ORD223707,REST0538,CUST02115,COUR1196,-37.8017654,144.95432390000002,2020-08-06,17:52:05,0,0,Car,"[('roti', 2), ('chicken grill', 3)]",45,65.576,6867.0,16,,4.2905
ORD266431,REST0070,CUST08089,COUR2981,-37.818726899999994,145.001466,2020-03-08,11:28:21,0,1,Bike,"[('veg fritters', 2), ('laksa soup', 1)]",0,47.01,3178.0,16,,5.3372
ORD259817,REST0538,CUST01497,COUR2962,-37.8177059,144.9691094,2020-06-10,20:42:11,0,0,Motorbike,"[('chicken curry', 1), ('chicken grill', 3), ('dragon chicken', 3), ('roti', 3)]",0,228.17,6137.0,12,,3.4689
ORD038216,REST1563,CUST12733,COUR2027,-37.8152251,144.92756200000002,2020-01-06,05:32:18,0,0,Motorbike,"[('bamboo biryani', 2), ('murgh ghee roast', 3), ('chicken biryani', 1), ('dal makhani', 3)]",0,136.34,5670.0,11,,3.6993
ORD151673,REST1563,CUST07191,COUR0426,-37.8016016,144.9428166,2020-08-16,12:31:38,1,1,Car,"[('murgh ghee roast', 3), ('chicken biryani', 3), ('dal makhani', 2), ('garlic naan', 1)]",0,133.75,3462.0,8,,5.881
ORD114789,REST1563,CUST05996,COUR1594,-37.8132802,144.97254080000002,2020-01-08,14:38:14,0,0,Car,"[('dal makhani', 1), ('bamboo biryani', 1), ('chicken biryani', 3), ('murgh ghee roast', 3)]",40,68.898,279.0,1,,3.0745
ORD195962,REST1149,CUST05453,COUR3199,-37.8116636,144.9652288,2020-08-27,10:05:16,0,0,Car,"[('french omelette', 1), ('coffee', 2), ('masala tea', 1)]",0,69.85,2570.0,6,,3.6107
ORD282045,REST1149,CUST00288,COUR4238,-37.805058100000004,144.9343681,2020-01-12,00:35:36,0,1,Car,"[('chicken sandwich', 1), ('coffee', 2), ('french omelette', 3), ('egg roll', 1)]",40,54.09,5735.0,14,,5.0445
ORD065093,REST0538,CUST03289,COUR4474,-37.8071101,144.9468352,2020-07-06,23:48:07,0,0,Motorbike,"[('dragon chicken', 3), ('roti', 2)]",0,108.91,7397.0,15,,3.7329
ORD140968,REST0172,CUST10508,COUR3413,-37.800518700000005,145.0018179,2020-08-06,19:15:09,1,0,Car,"[('dahipuri', 3), ('panipuri', 1), ('masala poori', 2), ('vada pav', 1)]",0,123.81,8894.0,21,,6.2693
ORD022643,REST1563,CUST06276,COUR3047,-37.807159999999996,144.95652969999998,2020-06-04,13:50:46,1,0,Motorbike,"[('garlic naan', 2), ('murgh ghee roast', 2)]",40,20.568,2234.0,4,,4.6414
ORD337690,REST0538,CUST08701,COUR0532,-37.823132799999996,144.9517408,2020-05-27,16:25:03,0,0,Motorbike,"[('dragon chicken', 3), ('chicken grill', 2)]",10,101.367,7436.0,15,,4.1735
ORD030012,REST0538,CUST13370,COUR1151,-37.8172426,145.0140944,2020-01-17,00:11:52,0,0,Motorbike,"[('paratha', 3), ('chicken curry', 1), ('masala papad', 2), ('chicken grill', 2)]",0,125.96,,5,,
ORD077915,REST0070,CUST07186,COUR3234,-37.8037782,144.9422514,2020-08-19,01:54:43,0,0,Motorbike,"[('laksa soup', 2), ('coffee', 1), ('mango salad', 1), ('noodles', 2)]",45,32.945,2956.0,6,,3.3157
ORD008106,REST0172,CUST02983,COUR0672,-37.7993149,144.9602499,2020-12-04,09:25:42,0,0,Motorbike,"[('panipuri', 1), ('bhel puri', 3), ('chaat', 3), ('dahipuri', 3)]",20,143.32,5237.0,10,,3.6323
ORD232293,REST1149,CUST04563,COUR3714,-37.8142701,144.94938380000002,2020-12-05,05:12:31,0,1,Car,"[('coffee', 1), ('french omelette', 3), ('pav bhaji', 2), ('french fries', 3)]",0,134.8,4263.0,10,,5.3472
ORD235481,REST1563,CUST00063,COUR2447,-37.8030408,144.9679707,2020-12-12,12:03:57,1,1,Car,"[('bamboo biryani', 2), ('dal makhani', 3), ('murgh ghee roast', 2)]",40,65.574,1407.0,3,,5.3939
ORD178726,REST0070,CUST13873,COUR2682,-37.8164201,144.970951,2020-05-13,18:27:41,1,0,Bike,"[('babycorn manchurian', 2), ('laksa soup', 3), ('coffee', 3), ('noodles', 2)]",0,124.49,665.0,3,,4.6288
ORD259931,REST0070,CUST10181,COUR4530,-37.8109126,144.9904296,2020-04-01,17:44:10,0,0,Car,"[('coffee', 2), ('noodles', 2)]",20,38.544,,5,,
ORD012836,REST0172,CUST04139,COUR2719,-37.8188221,144.9821646,2020-08-31,20:34:17,0,0,Car,"[('masala poori', 1), ('bhel puri', 3), ('vada pav', 3), ('dahipuri', 1)]",0,139.2,6425.0,15,,4.3657
ORD176866,REST1149,CUST03230,COUR4000,-37.815422399999996,144.9452062,2020-06-20,18:43:30,1,1,Car,"[('poha', 3), ('pav bhaji', 3), ('chicken sandwich', 1), ('sandwiches', 3)]",0,175.06,,10,,
ORD007201,REST0172,CUST01888,COUR4033,-37.823536600000004,144.9808725,2020-06-08,16:36:55,0,0,Car,"[('panipuri', 2), ('dahipuri', 2), ('masala poori', 3)]",0,139.5,6302.0,15,,4.4049
ORD067194,REST0538,CUST10419,COUR0267,-37.8080995,144.97115630000002,2020-08-11,04:48:47,0,0,Car,"[('chicken grill', 3), ('paratha', 2)]",0,103.01,5331.0,13,,4.2026
ORD113943,REST1149,CUST01884,COUR3120,-37.818514799999996,144.9711063,2020-01-30,01:23:04,0,0,Bike,"[('chicken sandwich', 2), ('omelette', 1)]",10,30.294,1449.0,7,,3.6508
ORD272133,REST0070,CUST12192,COUR0025,-37.80227670000001,144.9631881,2020-11-26,15:33:37,0,0,Bike,"[('babycorn manchurian', 2), ('veg fritters', 2), ('coffee', 2)]",0,106.14,,8,,
ORD284837,REST1149,CUST08662,COUR2309,-37.8009213,144.96247119999998,2020-11-08,16:32:58,0,1,Motorbike,"[('poha', 1), ('french omelette', 2)]",0,39.38,,7,,
ORD345349,REST1563,CUST05612,COUR2677,-37.8146922,144.9375458,2020-08-20,18:00:00,1,0,Bike,"[('garlic naan', 2), ('murgh ghee roast', 1), ('chicken biryani', 2)]",0,59.34,3825.0,19,,5.9394
ORD091238,REST1563,CUST11372,COUR0891,-37.814572999999996,144.9547906,2020-09-04,03:33:37,0,0,Bike,"[('dal makhani', 1), ('chicken biryani', 3), ('garlic naan', 2), ('murgh ghee roast', 3)]",0,118.64,,10,,
ORD183067,REST0172,CUST05027,COUR2571,-37.809537299999995,144.9726328,2020-11-14,20:58:01,0,1,Bike,"[('dahipuri', 1), ('chaat', 2), ('dahi aloo puri', 2), ('sev puri', 2)]",10,130.14,5524.0,28,,6.6037
ORD191096,REST1563,CUST13657,COUR0405,-37.8161066,144.9640479,2020-04-02,11:44:10,0,0,Bike,"[('dal makhani', 2), ('bamboo biryani', 2), ('murgh ghee roast', 3)]",0,96.4,1103.0,6,,2.9691
ORD126708,REST1149,CUST08604,COUR1837,-37.8261076,144.94911630000001,2020-09-17,08:38:14,0,0,Motorbike,"[('pav bhaji', 3), ('omelette', 3), ('sandwiches', 1), ('coffee', 3)]",0,193.0,3672.0,7,,3.6485
